code_from,code_to,ccmathstandard_id,ccmathstandard_id_other
7.EE.A.2,HS.A-SSE.B.3.c,309,528
7.EE.B.3,8.EE.A.4,310,399
7.EE.B.4,HS.A-CED.A.1,311,503
7.EE.B.4,HS.A-REI.D.12,311,520
7.EE.B.4.a,7.EE.B.4.b,312,313
7.EE.B.4.a,8.EE.C.7.b,312,410
7.EE.B.4.a,8.EE.C.8,312,411
7.G.A.1,8.EE.B.6,316,406
7.G.A.1,HS.G-MG.A.3,316,606
7.G.A.2,8.G.A.1,317,425
7.G.A.2,HS.G-CO.B.8,317,587
7.G.A.2,HS.G-CO.D.12,317,591
7.G.A.3,HS.G-GMD.B.4,318,596
7.G.B.4,HS.G-C.B.5,321,579
7.G.B.4,HS.G-GMD.A.1,321,593
7.G.B.4,HS.G-MG.A.1,321,604
7.G.B.4,HS.G-MG.A.3,321,606
7.G.B.5,8.G.A.1,322,425
7.G.B.5,HS.G-CO.C.9,322,590
7.G.B.6,8.G.B.6,323,437
7.G.B.6,HS.G-MG.A.1,323,604
7.G.B.6,HS.G-MG.A.3,323,606
7.NS.A.1.b,7.NS.A.1.c,327,330
